product_name,brands,categories,ingredients_text_en,nutriscore_grade,nova_group,ecoscore_grade,quantity,serving_size,nutriments,nutrition_grades,countries_tags
Coulommiers Doux et Crémeux,"CF&R,Cœur de Lion,Savencia","Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages à pâte molle,Fromages de vache,Fromages à pâte molle à croûte fleurie,Produits pasteurisés,Fromages de France,Fromages pasteurisés,Coulommiers",,d,3.0,c,350 g,30 g,"{'calcium': 0.35, 'calcium_100g': 0.35, 'calcium_label': 'Calcium', 'calcium_serving': 0.105, 'calcium_unit': 'g', 'calcium_value': 0.35, 'carbohydrates': 1, 'carbohydrates_100g': 1, 'carbohydrates_serving': 0.3, 'carbohydrates_unit': 'g', 'carbohydrates_value': 1, 'energy': 1174, 'energy-kcal': 283, 'energy-kcal_100g': 283, 'energy-kcal_serving': 84.9, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 283, 'energy-kcal_value_computed': 283, 'energy-kj': 1174, 'energy-kj_100g': 1174, 'energy-kj_serving': 352, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1174, 'energy-kj_value_computed': 1174, 'energy_100g': 1174, 'energy_serving': 352, 'energy_unit': 'kJ', 'energy_value': 1174, 'fat': 23, 'fat_100g': 23, 'fat_serving': 6.9, 'fat_unit': 'g', 'fat_value': 23, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 13, 'nutrition-score-fr_100g': 13, 'proteins': 18, 'proteins_100g': 18, 'proteins_serving': 5.4, 'proteins_unit': 'g', 'proteins_value': 18, 'salt': 1.5, 'salt_100g': 1.5, 'salt_serving': 0.45, 'salt_unit': 'g', 'salt_value': 1.5, 'saturated-fat': 16, 'saturated-fat_100g': 16, 'saturated-fat_serving': 4.8, 'saturated-fat_unit': 'g', 'saturated-fat_value': 16, 'sodium': 0.6, 'sodium_100g': 0.6, 'sodium_serving': 0.18, 'sodium_unit': 'g', 'sodium_value': 0.6, 'sugars': 0.1, 'sugars_100g': 0.1, 'sugars_serving': 0.03, 'sugars_unit': 'g', 'sugars_value': 0.1}",d,"en:algeria, en:france"
Nescafe classic,Nescafé,en:instant-coffees,100% coffee,unknown,1.0,f,90g,,"{'added-sugars': 0.5, 'added-sugars_100g': 0.5, 'added-sugars_unit': 'g', 'added-sugars_value': 0.5, 'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'carbohydrates': 0.5, 'carbohydrates_100g': 0.5, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0.5, 'cholesterol': 0.0005, 'cholesterol_100g': 0.0005, 'cholesterol_unit': 'g', 'cholesterol_value': 0.0005, 'energy': 10, 'energy-kcal': 10, 'energy-kcal_100g': 10, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 10, 'energy-kcal_value_computed': 14, 'energy-kj': 10, 'energy-kj_100g': 10, 'energy-kj_unit': 'kJ', 'energy-kj_value': 10, 'energy-kj_value_computed': 58, 'energy_100g': 10, 'energy_unit': 'kJ', 'energy_value': 10, 'fat': 1, 'fat_100g': 1, 'fat_unit': 'g', 'fat_value': 1, 'fiber': 0.5, 'fiber_100g': 0.5, 'fiber_unit': 'g', 'fiber_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'omega-3-fat': 0.0005, 'omega-3-fat_100g': 0.0005, 'omega-3-fat_unit': 'g', 'omega-3-fat_value': 0.0005, 'proteins': 0.5, 'proteins_100g': 0.5, 'proteins_unit': 'g', 'proteins_value': 0.5, 'salt': 0.05, 'salt_100g': 0.05, 'salt_unit': 'g', 'salt_value': 0.05, 'saturated-fat': 10, 'saturated-fat_100g': 10, 'saturated-fat_unit': 'g', 'saturated-fat_value': 10, 'sodium': 0.02, 'sodium_100g': 0.02, 'sodium_unit': 'g', 'sodium_value': 0.02, 'sugars': 0.5, 'sugars_100g': 0.5, 'sugars_unit': 'g', 'sugars_value': 0.5, 'vitamin-e': 0.001, 'vitamin-e_100g': 0.001, 'vitamin-e_unit': 'g', 'vitamin-e_value': 0.001}",unknown,"en:algeria, en:morocco"
Heinz [Seriously] Good Mayonnaise,Heinz,"Condiments, Sauces, Mayonnaises","Rapeseed Oil (68%), Water, Pasteurised Free Range Egg Yolk (5%), Spirit Vinegar, Sugar, Starch, Salt, Mustard Seeds, Spices, Antioxidant (Calcium Disodium EDTA)",d,3.0,c,540g,,"{'carbohydrates': 3, 'carbohydrates_100g': 3, 'carbohydrates_unit': 'g', 'carbohydrates_value': 3, 'energy': 2694, 'energy-kcal': 644, 'energy-kcal_100g': 644, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 644, 'energy-kcal_value_computed': 645.2, 'energy_100g': 2694, 'energy_unit': 'kcal', 'energy_value': 644, 'fat': 70, 'fat_100g': 70, 'fat_unit': 'g', 'fat_value': 70, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 68, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 68, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 17, 'nutrition-score-fr_100g': 17, 'proteins': 0.8, 'proteins_100g': 0.8, 'proteins_unit': 'g', 'proteins_value': 0.8, 'salt': 1, 'salt_100g': 1, 'salt_unit': 'g', 'salt_value': 1, 'saturated-fat': 5.3, 'saturated-fat_100g': 5.3, 'saturated-fat_unit': 'g', 'saturated-fat_value': 5.3, 'sodium': 0.4, 'sodium_100g': 0.4, 'sodium_unit': 'g', 'sodium_value': 0.4, 'sugars': 1.5, 'sugars_100g': 1.5, 'sugars_unit': 'g', 'sugars_value': 1.5}",d,"en:germany, en:ireland, en:united-kingdom"
Muesli avoine chocolat bio,Bjorg,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Chocolate cereals, Mueslis, Mueslis with chocolate","whole oatmeal 45%, crispy oatmeal - 33% (whole oats - 26%, honey), chocolate corn petals 7% [corn petals, raw cane sugar, sea salt, butt malt, raw cane sugar, cocoa butter, cocoa paste, whole milk powder, coating agent: gum arabic], chocolate 7% (cocoa paste, raw cane sugar) , cocoa butter), whole spelt flakes (wheat) 5%, cocoa cents 3% (wheat flour,  raw cane sugar, oatmeal, lean cocoa powder, barley malt flour), 
organic ingredients,",a,4.0,a,375 g,30,"{'carbohydrates': 59, 'carbohydrates_100g': 59, 'carbohydrates_unit': 'g', 'carbohydrates_value': 59, 'carbon-footprint-from-known-ingredients_100g': 49.3, 'carbon-footprint-from-known-ingredients_product': 185, 'energy': 1642, 'energy-kcal': 390, 'energy-kcal_100g': 390, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 390, 'energy-kcal_value_computed': 390.4, 'energy-kj': 1642, 'energy-kj_100g': 1642, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1642, 'energy-kj_value_computed': 1642.2, 'energy_100g': 1642, 'energy_unit': 'kJ', 'energy_value': 1642, 'fat': 9.6, 'fat_100g': 9.6, 'fat_unit': 'g', 'fat_value': 9.6, 'fiber': 10, 'fiber_100g': 10, 'fiber_unit': 'g', 'fiber_value': 10, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts_100g': 0, 'fruits-vegetables-nuts_serving': 0, 'fruits-vegetables-nuts_unit': 'g', 'fruits-vegetables-nuts_value': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 12, 'proteins_100g': 12, 'proteins_unit': 'g', 'proteins_value': 12, 'salt': 0.1, 'salt_100g': 0.1, 'salt_unit': 'g', 'salt_value': 0.1, 'saturated-fat': 3.8, 'saturated-fat_100g': 3.8, 'saturated-fat_unit': 'g', 'saturated-fat_value': 3.8, 'sodium': 0.04, 'sodium_100g': 0.04, 'sodium_unit': 'g', 'sodium_value': 0.04, 'sugars': 8.7, 'sugars_100g': 8.7, 'sugars_unit': 'g', 'sugars_value': 8.7}",a,"en:belgium, en:france, en:morocco, en:spain, en:switzerland"
eau minérale,Sidi Ali,"en:Beverages,en:Waters,en:Spring waters,en:Mineral waters,en:Natural mineral waters,water",,a,1.0,not-applicable,,,"{'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0}",a,en:morocco
,Délicia,"en:Plant-based foods and beverages, en:Plant-based foods, en:Breakfasts, en:Spreads, en:Plant-based spreads, en:Sweet spreads, en:Fruit and vegetable preserves, en:Jams, en:Berry jams, en:Strawberry jams",,d,,b,830 g,1g,"{'carbohydrates': 61.33, 'carbohydrates_100g': 61.33, 'carbohydrates_serving': 0.613, 'carbohydrates_unit': 'g', 'carbohydrates_value': 61.33, 'energy': 1062, 'energy-kcal': 250, 'energy-kcal_100g': 250, 'energy-kcal_serving': 2.5, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 250, 'energy-kcal_value_computed': 250.02, 'energy-kj': 1062, 'energy-kj_100g': 1062, 'energy-kj_serving': 10.6, 'energy-kj_unit': 'kj', 'energy-kj_value': 1062, 'energy-kj_value_computed': 1062.21, 'energy_100g': 1062, 'energy_serving': 10.6, 'energy_unit': 'kj', 'energy_value': 1062, 'fat': 0.3, 'fat_100g': 0.3, 'fat_serving': 0.003, 'fat_unit': 'g', 'fat_value': 0.3, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'nutrition-score-fr': 17, 'nutrition-score-fr_100g': 17, 'proteins': 0.5, 'proteins_100g': 0.5, 'proteins_serving': 0.005, 'proteins_unit': 'g', 'proteins_value': 0.5, 'salt': 0, 'salt_100g': 0, 'salt_serving': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_serving': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 61.33, 'sugars_100g': 61.33, 'sugars_serving': 0.613, 'sugars_unit': 'g', 'sugars_value': 61.33}",d,en:morocco
,null,"en:Plant-based foods and beverages, en:Plant-based foods, en:Dried products, en:Pastas, en:Dried products to be rehydrated, en:Noodles, en:Instant noodles",,unknown,,b,,,"{'carbohydrates': 62, 'carbohydrates_100g': 62, 'carbohydrates_unit': 'g', 'carbohydrates_value': 62, 'energy': 1954, 'energy-kcal': 467, 'energy-kcal_100g': 467, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 467, 'energy-kcal_value_computed': 479, 'energy_100g': 1954, 'energy_unit': 'kcal', 'energy_value': 467, 'fat': 21, 'fat_100g': 21, 'fat_unit': 'g', 'fat_value': 21, 'fiber': 3, 'fiber_100g': 3, 'fiber_unit': 'g', 'fiber_value': 3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'proteins': 9, 'proteins_100g': 9, 'proteins_unit': 'g', 'proteins_value': 9, 'salt': 4, 'salt_100g': 4, 'salt_unit': 'g', 'salt_value': 4, 'saturated-fat': 8, 'saturated-fat_100g': 8, 'saturated-fat_unit': 'g', 'saturated-fat_value': 8, 'sodium': 1.6, 'sodium_100g': 1.6, 'sodium_unit': 'g', 'sodium_value': 1.6, 'sugars': 5, 'sugars_100g': 5, 'sugars_unit': 'g', 'sugars_value': 5}",unknown,"en:morocco, en:tunisia"
eau minerale,"Nestlé, Nestlé Waters, Vittel","Beverages and beverages preparations, Beverages, Waters, Spring waters, Mineral waters, Natural mineral waters, en:unsweetened-beverages",natural mineral water,a,,not-applicable,1500 ml,1 L,"{'calcium': 0.24, 'calcium_100g': 0.024, 'calcium_serving': 0.24, 'calcium_unit': 'g', 'calcium_value': 0.24, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'magnesium': 0.042, 'magnesium_100g': 0.0042, 'magnesium_serving': 0.042, 'magnesium_unit': 'g', 'magnesium_value': 0.042, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'salt': 0.013, 'salt_100g': 0.0013, 'salt_serving': 0.013, 'salt_unit': 'g', 'salt_value': 0.013, 'sodium': 0.0052, 'sodium_100g': 0.00052, 'sodium_serving': 0.0052, 'sodium_unit': 'g', 'sodium_value': 0.0052, 'sulphate': 0.04, 'sulphate_100g': 0.004, 'sulphate_label': 'Sulfates', 'sulphate_serving': 0.04, 'sulphate_unit': 'mg', 'sulphate_value': 40}",a,"en:belgium, en:france, en:luxembourg"
Tomaten Ketchup,Heinz,"Condiments,Sauces,Sauces tomate,Ketchup,Ketchup de tomate,en:Groceries","tomato (148 g per 100 g of tomato ketchup), vinegar, sugar, salt, extracts of herbs and spices (contain celery ), spice,",d,3.0,a,910g,20g,"{'carbohydrates': 23.2, 'carbohydrates_100g': 23.2, 'carbohydrates_serving': 4.64, 'carbohydrates_unit': 'g', 'carbohydrates_value': 23.2, 'energy': 435, 'energy-kcal': 102, 'energy-kcal_100g': 102, 'energy-kcal_serving': 20.4, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 102, 'energy-kcal_value_computed': 98.5, 'energy-kj': 435, 'energy-kj_100g': 435, 'energy-kj_serving': 87, 'energy-kj_unit': 'kJ', 'energy-kj_value': 435, 'energy-kj_value_computed': 418.5, 'energy_100g': 435, 'energy_serving': 87, 'energy_unit': 'kJ', 'energy_value': 435, 'fat': 0.1, 'fat_100g': 0.1, 'fat_serving': 0.02, 'fat_unit': 'g', 'fat_value': 0.1, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 61.8, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 61.8, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 61.8, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 61.8, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 13, 'nutrition-score-fr_100g': 13, 'proteins': 1.2, 'proteins_100g': 1.2, 'proteins_serving': 0.24, 'proteins_unit': 'g', 'proteins_value': 1.2, 'salt': 1.8, 'salt_100g': 1.8, 'salt_serving': 0.36, 'salt_unit': 'g', 'salt_value': 1.8, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_serving': 0.02, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 0.72, 'sodium_100g': 0.72, 'sodium_serving': 0.144, 'sodium_unit': 'g', 'sodium_value': 0.72, 'sugars': 22.8, 'sugars_100g': 22.8, 'sugars_serving': 4.56, 'sugars_unit': 'g', 'sugars_value': 22.8}",d,"en:belgium, en:france, en:germany, en:switzerland"
,,,,unknown,,unknown,,,{},unknown,en:morocco
Greek Style Yoghurt,Yeo Valley,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts,Desserts lactés fermentés nature,Yaourts natures,Yaourts au lait de vache,Yaourts à la grecque",MILK,c,1.0,a-plus,450 g,1 serving (100 g),"{'calcium': 0.157, 'calcium_100g': 0.157, 'calcium_serving': 0.157, 'calcium_unit': 'g', 'calcium_value': 0.157, 'carbohydrates': 4.9, 'carbohydrates_100g': 4.9, 'carbohydrates_serving': 4.9, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4.9, 'energy': 481, 'energy-kcal': 115, 'energy-kcal_100g': 115, 'energy-kcal_serving': 115, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 115, 'energy-kcal_value_computed': 112.3, 'energy_100g': 481, 'energy_serving': 481, 'energy_unit': 'kcal', 'energy_value': 115, 'fat': 8.3, 'fat_100g': 8.3, 'fat_serving': 8.3, 'fat_unit': 'g', 'fat_value': 8.3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': 6, 'nutrition-score-fr_100g': 6, 'proteins': 4.5, 'proteins_100g': 4.5, 'proteins_serving': 4.5, 'proteins_unit': 'g', 'proteins_value': 4.5, 'salt': 0.0975, 'salt_100g': 0.0975, 'salt_serving': 0.0975, 'salt_unit': 'g', 'salt_value': 0.0975, 'saturated-fat': 5.5, 'saturated-fat_100g': 5.5, 'saturated-fat_serving': 5.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 5.5, 'sodium': 0.039, 'sodium_100g': 0.039, 'sodium_serving': 0.039, 'sodium_unit': 'g', 'sodium_value': 0.039, 'sugars': 4.9, 'sugars_100g': 4.9, 'sugars_serving': 4.9, 'sugars_unit': 'g', 'sugars_value': 4.9}",c,"en:france, en:united-kingdom"
Finn Crisp - Original,"Lantmännen,Finn Crisp","Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote,Knäckebrote","Whole grain rye flour, sourdough 25% (whole grain rye flour, water), salt, yeast, soy lecithin.",b,3.0,unknown,200 g,25g,"{'carbohydrates': 61, 'carbohydrates_100g': 61, 'carbohydrates_serving': 15.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 61, 'energy': 1464, 'energy-kcal': 350, 'energy-kcal_100g': 350, 'energy-kcal_serving': 87.5, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 350, 'energy-kcal_value_computed': 347.4, 'energy_100g': 1464, 'energy_serving': 366, 'energy_unit': 'kcal', 'energy_value': 350, 'fat': 2.6, 'fat_100g': 2.6, 'fat_serving': 0.65, 'fat_unit': 'g', 'fat_value': 2.6, 'fiber': 20, 'fiber_100g': 20, 'fiber_serving': 5, 'fiber_unit': 'g', 'fiber_value': 20, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 1, 'nutrition-score-fr_100g': 1, 'proteins': 10, 'proteins_100g': 10, 'proteins_serving': 2.5, 'proteins_unit': 'g', 'proteins_value': 10, 'salt': 1.4, 'salt_100g': 1.4, 'salt_serving': 0.35, 'salt_unit': 'g', 'salt_value': 1.4, 'saturated-fat': 0.5, 'saturated-fat_100g': 0.5, 'saturated-fat_serving': 0.125, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.5, 'sodium': 0.56, 'sodium_100g': 0.56, 'sodium_serving': 0.14, 'sodium_unit': 'g', 'sodium_value': 0.56, 'sugars': 1.6, 'sugars_100g': 1.6, 'sugars_serving': 0.4, 'sugars_unit': 'g', 'sugars_value': 1.6}",b,"en:austria, en:belgium, en:finland, en:germany, en:romania, en:russia, en:spain, en:sweden, en:switzerland, en:united-kingdom"
Príncipe crema de chocolate,LU,"Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas,Galletas de chocolate,Galletas rellenas","cereals 49,1% (wheat flour 34%, whole wheat flour 15,1%), sugar, palm fat, nabina oil, 4,6% degreased cocoa powder, glucose syrup, wheat starch, lactose and milk prostheins, gasificants (ammonium acid carbonate, sodium acid carbonate, disodium diphosphate), emulgent (soy lecithin, sunflower lecithin), salt, skim milk powder, whey permeate aroma",e,4.0,e,300 g,20g,"{'carbohydrates': 71, 'carbohydrates_100g': 71, 'carbohydrates_serving': 14.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 71, 'carbon-footprint-from-known-ingredients_product': 44.2, 'carbon-footprint-from-known-ingredients_serving': 2.95, 'energy': 1969, 'energy-kcal': 469, 'energy-kcal_100g': 469, 'energy-kcal_serving': 93.8, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 469, 'energy-kcal_value_computed': 468, 'energy-kj': 1969, 'energy-kj_100g': 1969, 'energy-kj_serving': 394, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1969, 'energy-kj_value_computed': 1966.2, 'energy_100g': 1969, 'energy_serving': 394, 'energy_unit': 'kJ', 'energy_value': 1969, 'fat': 17, 'fat_100g': 17, 'fat_serving': 3.4, 'fat_unit': 'g', 'fat_value': 17, 'fiber': 3.1, 'fiber_100g': 3.1, 'fiber_serving': 0.62, 'fiber_unit': 'g', 'fiber_value': 3.1, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 8.625, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 8.625, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 20, 'nutrition-score-fr_100g': 20, 'proteins': 6.2, 'proteins_100g': 6.2, 'proteins_serving': 1.24, 'proteins_unit': 'g', 'proteins_value': 6.2, 'salt': 0.49, 'salt_100g': 0.49, 'salt_serving': 0.098, 'salt_unit': 'g', 'salt_value': 0.49, 'saturated-fat': 5.6, 'saturated-fat_100g': 5.6, 'saturated-fat_serving': 1.12, 'saturated-fat_unit': 'g', 'saturated-fat_value': 5.6, 'sodium': 0.196, 'sodium_100g': 0.196, 'sodium_serving': 0.0392, 'sodium_unit': 'g', 'sodium_value': 0.196, 'sugars': 32, 'sugars_100g': 32, 'sugars_serving': 6.4, 'sugars_unit': 'g', 'sugars_value': 32}",e,"en:france, en:morocco, en:spain"
Moelleux au chocolat🍫 noisette 🥜,Lu,fr:Céréales complètes,"cereals 40,7 % (wheat flour 21,9 %, whole grains 16,4 % (crushed whole buckwheat 12,8 %, whole wheat flour 0,9 %, whole barley flour 0,9 %, whole spelt flour ( wheat ) 0,9 %, oatmeal 0,9 %), rice flour 2,3 %, malted wheat flour 0,1 %), sugar, rapeseed oil, modified starch, inulin, isomaltulose , humectant (glycerol), corn starch, lean cocoa powder 2,4 %,  palm oil, emulsifier (soy lecithin), bulking agent (maltitol),  salt, baking powder (sodium acid carbonate), minerals (magnesium oxide, elemental iron), wheat gluten, dextrose, flavors, vitamins (vitamin b6, b9))",c,4.0,unknown,250 g,50 g,"{'alpha-linolenic-acid': 0.137, 'alpha-linolenic-acid_100g': 0.274, 'alpha-linolenic-acid_serving': 0.137, 'alpha-linolenic-acid_unit': 'mg', 'alpha-linolenic-acid_value': 137, 'arachidic-acid': 0.0021, 'arachidic-acid_100g': 0.0042, 'arachidic-acid_serving': 0.0021, 'arachidic-acid_unit': 'mg', 'arachidic-acid_value': 2.1, 'arachidonic-acid': 0.071, 'arachidonic-acid_100g': 0.142, 'arachidonic-acid_serving': 0.071, 'arachidonic-acid_unit': 'mg', 'arachidonic-acid_value': 71, 'behenic-acid': 0.036, 'behenic-acid_100g': 0.072, 'behenic-acid_serving': 0.036, 'behenic-acid_unit': 'mg', 'behenic-acid_value': 36, 'calcium': 0.0685, 'calcium_100g': 0.137, 'calcium_serving': 0.0685, 'calcium_unit': 'g', 'calcium_value': 0.0685, 'carbohydrates': 30, 'carbohydrates_100g': 60, 'carbohydrates_serving': 30, 'carbohydrates_unit': 'g', 'carbohydrates_value': 30, 'carbon-footprint-from-known-ingredients_100g': 46.29, 'carbon-footprint-from-known-ingredients_product': 116, 'carbon-footprint-from-known-ingredients_serving': 23.1, 'energy': 833, 'energy-kcal': 199, 'energy-kcal_100g': 398, 'energy-kcal_serving': 199, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 199, 'energy-kcal_value_computed': 201.2, 'energy_100g': 1670, 'energy_serving': 833, 'energy_unit': 'kcal', 'energy_value': 199, 'fat': 7.1, 'fat_100g': 14.2, 'fat_serving': 7.1, 'fat_unit': 'g', 'fat_value': 7.1, 'fiber': 3.45, 'fiber_100g': 6.9, 'fiber_serving': 3.45, 'fiber_unit': 'g', 'fiber_value': 3.45, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 4.65000000000001, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 4.65000000000001, 'iron': 0.00105, 'iron_100g': 0.0021, 'iron_serving': 0.00105, 'iron_unit': 'g', 'iron_value': 0.00105, 'magnesium': 0.0355, 'magnesium_100g': 0.071, 'magnesium_serving': 0.0355, 'magnesium_unit': 'g', 'magnesium_value': 0.0355, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 8, 'nutrition-score-fr_100g': 8, 'proteins': 2.6, 'proteins_100g': 5.2, 'proteins_serving': 2.6, 'proteins_unit': 'g', 'proteins_value': 2.6, 'salt': 0.1275, 'salt_100g': 0.255, 'salt_serving': 0.1275, 'salt_unit': 'g', 'salt_value': 0.1275, 'saturated-fat': 0.9, 'saturated-fat_100g': 1.8, 'saturated-fat_serving': 0.9, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.9, 'sodium': 0.051, 'sodium_100g': 0.102, 'sodium_serving': 0.051, 'sodium_unit': 'g', 'sodium_value': 0.051, 'starch': 0.036, 'starch_100g': 0.072, 'starch_serving': 0.036, 'starch_unit': 'mg', 'starch_value': 36, 'sugars': 11, 'sugars_100g': 22, 'sugars_serving': 11, 'sugars_unit': 'g', 'sugars_value': 11}",c,en:france
